PID,Time,TrialIndex,Visualisation,PosX,PosY,PosZ,RotY
2,477.4224,1,1,-2.153432,2.775742,-2.314729,274.8406
2,477.5329,1,1,-2.161614,2.773276,-2.284347,283.8612
2,477.6436,1,1,-2.170216,2.771136,-2.259555,291.4958
2,477.7542,1,1,-2.166711,2.775351,-2.236121,307.8244
2,477.8643,1,1,-2.157603,2.778876,-2.229741,322.2003
2,477.9756,1,1,-2.143731,2.771931,-2.2333,334.9164
2,478.0879,1,1,-2.126652,2.770349,-2.242799,348.0267
2,478.1998,1,1,-2.116595,2.766642,-2.256015,353.2456
2,478.3107,1,1,-2.115477,2.754714,-2.270431,352.2962
2,478.4219,1,1,-2.119798,2.750514,-2.286386,345.7424
2,478.5331,1,1,-2.124684,2.756567,-2.300426,339.4867
2,478.6443,1,1,-2.136936,2.757266,-2.317603,331.9372
2,478.7549,1,1,-2.159447,2.758545,-2.346652,312.9642
2,478.8657,1,1,-2.172499,2.759589,-2.38198,291.2811
2,478.9768,1,1,-2.174308,2.763823,-2.414674,270.9045
2,479.0887,1,1,-2.139199,2.768241,-2.427924,254.8243
2,479.1996,1,1,-1.938249,2.769668,-2.367995,245.9264
2,479.3108,1,1,-1.748461,2.770922,-2.27856,242.1023
2,479.4216,1,1,-1.562576,2.768886,-2.17818,242.2059
2,479.5328,1,1,-1.373569,2.768985,-2.080947,243.4379
2,479.6443,1,1,-1.182443,2.768862,-1.985946,243.6048
2,479.7555,1,1,-0.9913864,2.768539,-1.892339,244.7934
2,479.8667,1,1,-0.8010664,2.768644,-1.801091,246.2294
2,479.9778,1,1,-0.6229601,2.767547,-1.690787,247.7978
2,480.0888,1,1,-0.4645314,2.767009,-1.551381,250.3755
2,480.2,1,1,-0.4478321,2.767481,-1.524398,254.5891
2,480.311,1,1,-0.4513931,2.767788,-1.520478,257.4676
2,480.422,1,1,-0.4555378,2.768739,-1.516708,260.1079
2,480.533,1,1,-0.4594326,2.768502,-1.51445,260.7223
2,480.6444,1,1,-0.5908165,2.768294,-1.479527,260.2679
2,480.7555,1,1,-0.7936168,2.768627,-1.428939,260.1393
2,480.8667,1,1,-0.8246489,2.769956,-1.414868,260.0615
2,480.9775,1,1,-0.8219204,2.770409,-1.411586,258.3375
2,481.0889,1,1,-0.8199492,2.771029,-1.412971,254.8123
2,481.1999,1,1,-0.9773598,2.77179,-1.530237,250.6372
2,481.3113,1,1,-1.102334,2.771995,-1.64549,245.1806
2,481.4222,1,1,-1.093726,2.772691,-1.649299,239.0571
2,481.533,1,1,-1.08656,2.774289,-1.650182,234.8342
2,481.6443,1,1,-1.134034,2.77475,-1.695371,234.8628
2,481.7555,1,1,-1.299402,2.77402,-1.823385,237.6214
2,481.8661,1,1,-1.37217,2.77387,-1.839957,240.4139
2,481.9772,1,1,-1.375902,2.775253,-1.834802,242.1492
2,482.0888,1,1,-1.518597,2.775999,-1.896039,244.2204
2,482.2,1,1,-1.712176,2.775337,-1.983895,245.4123
2,482.311,1,1,-1.869689,2.774431,-2.01628,245.7668
2,482.4222,1,1,-1.871899,2.773655,-2.015031,246.5701
2,482.5336,1,1,-1.874837,2.773404,-2.01258,248.6176
