PID,Time,TrialIndex,SpawnIndex,AudioIndex,AudioAngle,Angle Error,Distance,Response Time,Visualisation,DistanceTravelled,StraightLineDistance,NavDistance,Effectiveness,NavSpeed
6,386.6079,1,1,10,354.5088,5.491211,0.8956018,29.67325,Arrow & Radar,6.938421746,1.254951678,1.255229,0.051831268,0.042301703
6,414.1103,2,1,12,356.7468,3.253204,0.8789439,27.50238,Arrow & Radar,24.16294451,19.35120296,20.10522,0.795692598,0.731035641
6,433.8855,3,0,9,16.95148,16.95148,0.9064295,19.77518,Arrow & Radar,18.79814938,9.159872362,9.282323,0.445570111,0.469392592
6,446.9098,4,2,3,350.5687,9.431274,0.9741848,13.02429,Arrow & Radar,19.96630819,18.85029175,18.85031,0.895314498,1.447319585
6,461.0545,5,1,1,12.17447,12.17447,0.8952901,14.14468,Arrow & Radar,18.60931961,16.47301878,16.47305,0.837094543,1.164611006
6,468.8849,6,0,2,19.47771,19.47771,0.9055137,7.830475,Arrow & Radar,6.346536803,5.657425914,5.657426,0.748740998,0.722488227
6,735.1809,7,2,10,349.7553,10.24472,0.1907765,43.2923,Lights & Radar,41.11278123,26.3349966,26.33501,0.635914981,0.60830702
6,774.7429,8,0,13,355.8339,4.166107,0.3192313,39.56201,Lights & Radar,39.75835598,22.43657643,24.23453,0.601516288,0.612570747
6,797.8051,9,2,0,8.307687,8.307687,1.079437,23.06219,Lights & Radar,17.06885389,7.675431616,7.853677,0.396877262,0.340543418
6,832.8864,10,2,2,10.69588,10.69588,0.2997789,35.08124,Lights & Radar,31.37112324,24.06458722,25.60812,0.806740036,0.729966216
6,855.9031,11,2,9,9.221977,9.221977,2.283396,23.01672,Lights & Radar,41.0150005,28.5234728,29.32231,0.659244512,1.273956932
6,866.8337,12,2,7,5.691964,5.691964,1.353056,10.9306,Lights & Radar,18.71923984,18.23400764,18.83068,0.928146195,1.72274898
6,879.4572,13,1,6,1.095388,1.095388,2.196673,12.62347,Lights & Radar,17.62231952,16.50907537,16.95096,0.837249999,1.34281303
6,1025.276,14,2,8,353.904,6.096008,0.49709,16.34601,Radar,14.58942924,5.935021172,5.935041,0.372732265,0.363088056
6,1051.624,15,1,13,358.475,1.525024,0.1874194,26.3479,Radar,33.70784426,28.71565386,28.71983,0.846462039,1.090023493
6,1075.357,16,2,15,343.7593,16.24069,0.1623202,23.73376,Radar,26.47929304,17.61926428,19.35056,0.724650759,0.815317927
6,1083.526,17,1,9,6.423372,6.423372,1.267727,8.168701,Radar,6.951500576,6.228005817,6.228068,0.713564064,0.762430648
6,1099.165,18,1,15,12.48061,12.48061,0.1879884,15.63904,Radar,13.68441004,11.25664604,11.93059,0.858100683,0.762872273
6,1120.179,19,1,4,348.0216,11.97839,0.2994261,21.01416,Radar,30.17120115,23.75420377,25.48769,0.834844585,1.212881695
6,1129.956,20,0,6,343.5909,16.40906,0.41044,9.776978,Radar,11.91700108,8.102084491,8.382174,0.668937927,0.857337922
6,1350.509,21,2,14,12.03966,12.03966,0.81259,23.64551,Control,38.0490776,6.303436762,6.361882,0.145845638,0.269052433
6,1374.073,22,1,16,183.3701,176.6299,0.6188925,23.56482,Control,30.06834562,12.21494573,12.73548,0.402968213,0.540444612
6,1393.695,23,1,8,11.11077,11.11077,1.543431,19.62195,Control,30.54557742,19.7715506,19.77676,0.59692206,1.007889634
6,1409.192,24,0,14,351.5008,8.499207,0.5986964,15.49707,Control,22.65228071,14.70876836,15.26985,0.647667835,0.985337874
6,1430.06,25,1,14,3.372675,3.372675,0.4771808,20.86719,Control,29.84649835,22.13832398,23.38436,0.767499722,1.120628125
6,1454.659,26,2,5,4.955245,4.955245,0.9333775,24.59949,Control,43.97923097,20.00336647,20.12677,0.436419466,0.818178344
6,1469.52,27,0,4,3.203525,3.203525,2.224012,14.86108,Control,22.17360724,15.41171947,15.53732,0.600412367,1.045504095
6,1663.151,28,0,11,291.3145,68.68552,0.4675086,21.51648,Arrow,19.38377091,10.81691564,10.81692,0.533921467,0.502727212
6,1675.413,29,2,4,12.51695,12.51695,0.8651456,12.26172,Arrow,17.45992826,11.3314652,11.79872,0.626209583,0.962240208
6,1695.37,30,1,0,15.21756,15.21756,0.7144904,19.95715,Arrow,36.53050682,30.08991342,30.88056,0.825777473,1.547343183
6,1700.94,31,2,13,33.00189,33.00189,0.7729409,5.569458,Arrow,3.613875607,3.02061583,3.020715,0.621984358,0.542371448
6,1718.025,32,0,10,4.08715,4.08715,0.4267307,17.08508,Arrow,20.36170641,9.693735198,10.33092,0.486412538,0.604674956
6,1724.977,33,0,16,13.63279,13.63279,0.5495853,6.952026,Arrow,7.944774396,5.546100717,5.546103,0.628906178,0.797767874
6,1738.717,34,1,2,16.28744,16.28744,1.279309,13.74023,Arrow,22.81616231,10.33542442,10.61248,0.409059634,0.772365528
6,1875.327,35,1,11,357.7531,2.246857,0.7001294,17.93359,Arrow & Lights,27.12834556,15.61622492,16.15926,0.569851581,0.901061081
6,1888.598,36,0,8,2.96227,2.96227,0.4907347,13.27026,Arrow & Lights,16.97567865,13.75549821,14.28306,0.812475635,1.076321037
6,1909.063,37,2,11,7.078415,7.078415,1.454344,20.46545,Arrow & Lights,35.74697339,27.04462699,27.04746,0.715951969,1.321615699
6,1925.829,38,1,7,12.73145,12.73145,0.574802,16.76599,Arrow & Lights,27.951289,26.75173411,27.52101,0.964041694,1.641478374
6,1943.583,39,2,16,11.82012,11.82012,2.602385,17.75427,Arrow & Lights,28.20422211,14.0365272,14.78909,0.432087967,0.832987783
6,1951.175,40,0,12,26.30232,26.30232,0.9842558,7.591431,Arrow & Lights,10.87116357,10.83235036,10.83235,0.905891456,1.426918061
6,1959.382,41,0,5,359.1464,0.8535767,0.465814,8.20752,Arrow & Lights,11.02466046,8.241062983,8.241096,0.705262718,1.004090883
6,2047.183,42,1,5,11.8732,11.8732,2.348234,24.54224,Lights,40.46895082,16.18571155,16.18574,0.341928953,0.659505408
6,2072.767,43,2,6,10.06769,10.06769,0.4322999,25.58435,Lights,41.11185981,13.80631808,13.83995,0.32612609,0.540953747
6,2084.748,44,0,1,348.9282,11.07178,1.264022,11.9812,Lights,20.86694305,14.63824736,14.69847,0.643814859,1.226794478
6,2099.958,45,0,7,356.2591,3.740875,2.376744,15.20972,Lights,25.20435773,18.25009506,18.2501,0.629786173,1.199897171
6,2138.464,46,2,12,10.91657,10.91657,2.269881,38.50586,Lights,62.94130337,16.24539704,16.37395,0.224082887,0.425232679
6,2142.138,47,1,3,13.13161,13.13161,1.849968,3.674561,Lights,4.914554328,6.854255031,6.858387,0.730261941,1.866450713
6,2168.079,48,0,0,8.969447,8.969447,2.397088,25.94019,Lights,43.14936662,22.48018073,22.77695,0.472309644,0.878056406
8,181.8935,0,1,9,57.94384,57.94384,6.064845,11.32845,Arrow & Radar,0.356777582,6.228005817,6.228068,0.026207646,0.549772299
8,192.7703,1,0,2,1.147007,1.147007,1.203285,10.87683,Arrow & Radar,9.904066019,5.657425914,5.657426,0.449728525,0.520135554
8,205.809,2,0,4,8.885609,8.885609,2.326014,13.03874,Arrow & Radar,19.52798125,15.41171947,15.53732,0.676532092,1.191627412
8,224.9634,3,2,10,4.444127,4.444127,0.5641454,19.1544,Arrow & Radar,28.63441372,26.3349966,26.33501,0.899996237,1.374880445
8,252.4465,4,0,0,11.77088,11.77088,0.8752439,27.48311,Arrow & Radar,33.91571411,22.48018073,22.77695,0.645768685,0.828761738
8,262.9191,5,2,0,6.743955,6.743955,1.763508,10.47258,Arrow & Radar,17.53226574,7.675431616,7.853677,0.347369193,0.749927621
8,274.5716,6,0,1,354.651,5.348999,1.480414,11.6525,Arrow & Radar,16.6169331,14.63824736,14.69847,0.795457015,1.261400558
8,393.1906,7,1,2,232.0471,127.9529,2.39019,32.25809,Radar,34.63445936,10.33542442,10.61248,0.237402002,0.32898662
8,443.3913,8,1,1,340.069,19.93103,1.946474,50.20065,Radar,92.21904016,16.47301878,16.47305,0.157522524,0.328144157
8,468.3835,9,2,12,8.941095,8.941095,2.99412,24.99222,Radar,41.27577668,16.24539704,16.37395,0.324156953,0.655161886
8,509.4015,10,2,4,348.086,11.914,1.322382,41.01801,Radar,60.64221314,11.3314652,11.79872,0.172756525,0.287647304
8,556.5103,11,1,14,282.6527,77.34732,1.042277,47.10876,Radar,82.95379531,22.13832398,23.38436,0.269331655,0.496390905
8,615.2104,12,2,3,54.10907,54.10907,2.966014,58.70013,Radar,58.80587883,18.85029175,18.85031,0.270114082,0.321128931
8,643.4993,13,2,5,257.169,102.831,1.243284,28.28894,Radar,41.48254373,20.00336647,20.12677,0.455215238,0.711471338
8,813.6757,14,2,14,348.2336,11.76645,0.8765415,10.47144,Lights & Radar,6.472147934,6.303436762,6.361882,0.847530148,0.607546049
8,829.1195,15,0,16,354.2178,5.782166,2.089401,15.44385,Lights & Radar,8.288370246,5.546100717,5.546103,0.417054487,0.359114016
8,956.0092,16,2,9,4.456138,4.456138,2.91981,126.8896,Lights & Radar,197.1128999,28.5234728,29.32231,0.133946079,0.231085211
8,988.8398,17,2,6,356.0463,3.953735,2.175971,32.83063,Lights & Radar,50.41394016,13.80631808,13.83995,0.231364162,0.421556029
8,1023.473,18,1,12,171.2668,171.2668,0.6379168,34.63275,Lights & Radar,44.89484454,19.35120296,20.10522,0.433620016,0.580526236
8,1054.367,19,0,5,348.572,11.42804,1.586815,30.89478,Lights & Radar,16.72006255,8.241062983,8.241096,0.397981824,0.266747198
8,1072.381,20,1,8,4.145255,4.145255,2.365816,18.01404,Lights & Radar,25.59610511,19.7715506,19.77676,0.680218491,1.097852564
8,1239.546,21,1,10,7.148934,7.148934,0.8452116,7.213135,Arrow,4.268557547,1.254951678,1.255229,0.096055259,0.174019896
8,1254.704,22,2,2,6.644887,6.644887,1.084866,15.15784,Arrow,27.84550225,24.06458722,25.60812,0.880689951,1.689430684
8,1266.229,23,0,7,359.9089,0.09109497,1.799206,11.52527,Arrow,18.91565896,18.25009506,18.2501,0.869697114,1.58348568
8,1284.214,24,2,11,12.25881,12.25881,0.9438161,17.98547,Arrow,30.09432496,27.04462699,27.04746,0.867394232,1.503850608
8,1291.185,25,0,11,354.6626,5.337372,1.655317,6.970581,Arrow,10.49431643,10.81691564,10.81692,0.846969655,1.551796041
8,1300.704,26,1,16,357.5268,2.473236,0.9048131,9.519287,Arrow,13.86462604,12.21494573,12.73548,0.853298666,1.337860703
8,1314.955,27,2,16,352.5739,7.426056,1.105093,14.25024,Arrow,18.47479235,14.0365272,14.78909,0.740684752,1.037813398
8,1484.653,28,1,15,354.149,5.851013,1.698071,13.82532,Control,17.92985775,11.25664604,11.93059,0.570697166,0.862952178
8,1508.97,29,0,9,357.2948,2.7052,0.5909805,24.31702,Control,33.34013925,9.159872362,9.282323,0.260687049,0.381721239
8,1537.193,30,0,14,336.4673,23.53271,0.6381896,28.22217,Control,41.32762922,14.70876836,15.26985,0.354040642,0.541058678
8,1558.749,31,0,8,357.2596,2.740417,0.3302346,21.55627,Control,32.01359745,13.75549821,14.28306,0.435840596,0.662594224
8,1581.057,32,0,3,0.4136608,0.4136608,0.5036885,22.30823,Control,29.48482109,5.111929384,5.111933,0.156292096,0.229150094
8,1602.277,33,2,15,322.7831,37.21692,0.4875513,21.22034,Control,28.92544068,17.61926428,19.35056,0.652125197,0.911887368
8,1655.7,34,1,13,356.1617,3.838287,0.5868813,53.42249,Control,88.93125317,28.71565386,28.71983,0.316344903,0.537598116
8,1791.37,35,1,11,359.3132,0.6867981,1.846001,17.81274,Lights,23.43832549,15.61622492,16.15926,0.610677542,0.907174303
8,1830.067,36,1,7,5.233198,5.233198,2.379425,38.69678,Lights,41.74190429,26.75173411,27.52101,0.602310446,0.711196384
8,1840.801,37,2,8,10.79417,10.79417,2.551409,10.73474,Lights,6.641179958,5.935021172,5.935041,0.509492593,0.552881672
8,1861.418,38,1,6,348.066,11.93396,2.571438,20.61682,Lights,22.62888642,16.50907537,16.95096,0.635449829,0.822190813
8,1878.289,39,2,7,0.4549327,0.4549327,2.809246,16.87073,Lights,20.93725308,18.23400764,18.83068,0.765211842,1.116174582
8,1894.316,40,1,5,6.828715,6.828715,2.705898,16.02686,Lights,15.390827,16.18571155,16.18574,0.832822101,1.009913358
8,1904.398,41,2,13,6.883223,6.883223,3.16127,10.08191,Lights,2.557658606,3.02061583,3.020715,0,0.299617334
8,2051.365,42,0,10,2.269567,2.269567,1.443455,13.02759,Arrow & Lights,11.5446868,9.693735198,10.33092,0.769831625,0.793003157
8,2056.771,43,1,3,6.785016,6.785016,2.323578,5.406006,Arrow & Lights,4.439852854,6.854255031,6.858387,0.661206345,1.268660634
8,2064.942,44,0,6,0.300435,0.300435,1.912269,8.170898,Arrow & Lights,7.440508039,8.102084491,8.382174,0.771864793,1.025857133
8,2084.643,45,1,0,352.9535,7.046539,1.344493,19.70093,Arrow & Lights,34.08936255,30.08991342,30.88056,0.866430605,1.56746712
8,2097.084,46,1,4,0.6375481,0.6375481,2.579274,12.44067,Arrow & Lights,22.59394488,23.75420377,25.48769,0.898803148,2.048739336
8,2113.015,47,0,13,10.80266,10.80266,0.9539799,15.93115,Arrow & Lights,24.47072392,22.43657643,24.23453,0.951363359,1.521204056
8,2120.919,48,0,12,359.8049,0.1951294,0.9137981,7.904541,Arrow & Lights,11.31394131,10.83235036,10.83235,0.876666374,1.370395827
9,251.71,0,1,12,353.1606,6.839447,0.4540606,83.0497,Lights,32.87376491,19.35120296,20.10522,0.597776356,0.242086606
9,294.2745,1,2,2,358.3075,1.692474,1.491262,42.56451,Lights,28.2504769,24.06458722,25.60812,0.853679677,0.601630795
9,331.0309,2,2,9,10.96049,10.96049,2.317234,36.75635,Lights,31.57716456,28.5234728,29.32231,0.855209021,0.797748144
9,346.4331,3,1,9,358.9093,1.090668,2.39029,15.40228,Lights,5.457703621,6.228005817,6.228068,0.616206824,0.404360134
9,379.8358,4,0,6,7.922028,7.922028,2.275218,33.40265,Lights,11.46011613,8.102084491,8.382174,0.532887794,0.250943383
9,410.2086,5,0,12,350.801,9.198975,2.048433,30.37283,Lights,19.22321814,10.83235036,10.83235,0.456943106,0.356646055
9,467.0436,6,0,0,352.5906,7.409424,0.8287239,56.83502,Lights,38.00642657,22.48018073,22.77695,0.577487233,0.400755555
9,616.3028,7,1,4,5.395536,5.395536,0.5097609,26.3291,Arrow,32.86995319,23.75420377,25.48769,0.759901572,0.968042584
9,632.9559,8,0,3,13.38771,13.38771,0.4451835,16.65308,Arrow,11.37830921,5.111929384,5.111933,0.410144373,0.306966219
9,646.6641,9,0,5,359.5779,0.4220886,0.8048322,13.70825,Arrow,12.26926494,8.241062983,8.241096,0.606088778,0.601177831
9,672.1487,10,2,10,206.6972,153.3028,0.4623328,25.48456,Arrow,33.95424452,26.3349966,26.33501,0.761986537,1.033371186
9,684.3739,11,0,10,172.7879,172.7879,0.4565989,12.22522,Arrow,15.76906232,9.693735198,10.33092,0.626183149,0.845049823
9,708.4282,12,1,7,10.52512,10.52512,0.4443977,24.05432,Arrow,30.76463972,26.75173411,27.52101,0.880121222,1.144119227
9,722.3331,13,0,1,354.4902,5.509827,0.5294009,13.90485,Arrow,18.3961779,14.63824736,14.69847,0.770218095,1.057075049
9,845.7189,14,0,7,12.0764,12.0764,0.9145304,15.7915,Arrow & Lights,20.20708126,18.25009506,18.2501,0.857895773,1.155691353
9,857.7713,15,1,15,357.962,2.038025,0.4983155,12.05237,Arrow & Lights,13.64292217,11.25664604,11.93059,0.83796377,0.989895763
9,880.2784,16,2,3,356.3764,3.623627,0.890986,22.50714,Arrow & Lights,23.3249239,18.85029175,18.85031,0.769962812,0.837525781
9,897.3304,17,2,16,1.420684,1.420684,0.5046968,17.052,Arrow & Lights,17.98510681,14.0365272,14.78909,0.794234549,0.867293573
9,916.4763,18,1,6,359.2231,0.7769165,0.3969555,19.14587,Arrow & Lights,19.35256253,16.50907537,16.95096,0.855390829,0.885358566
9,933.009,19,1,2,5.101065,5.101065,0.5860749,16.53265,Arrow & Lights,17.34803431,10.33542442,10.61248,0.577956264,0.641910402
9,957.3433,20,1,0,357.4052,2.594757,0.4620739,24.33429,Arrow & Lights,35.19637847,30.08991342,30.88056,0.864250455,1.269014218
9,1061.403,21,2,6,342.5784,17.42157,0.6299512,20.09644,Radar,20.0071684,13.80631808,13.83995,0.660263288,0.688676701
9,1074.219,22,0,2,352.3187,7.681305,0.2677315,12.81592,Radar,7.889464273,5.657425914,5.657426,0.683150885,0.441437369
9,1095.776,23,0,14,348.2786,11.72141,0.9259982,21.55688,Radar,26.41908526,14.70876836,15.26985,0.542935217,0.70835158
9,1113.484,24,2,12,353.4427,6.557251,0.2901287,17.70862,Radar,26.42339573,16.24539704,16.37395,0.608696228,0.92463162
9,1130.848,25,2,0,349.2618,10.73822,0.4650328,17.36328,Radar,24.68986761,7.675431616,7.853677,0.299258154,0.452315288
9,1145.898,26,1,16,347.3594,12.64056,0.9062795,15.05005,Radar,21.24694839,12.21494573,12.73548,0.556748211,0.846208484
9,1165.333,27,0,13,350.1194,9.880554,1.601797,19.43542,Radar,30.72283138,22.43657643,24.23453,0.736674713,1.246925973
9,1387.806,28,2,15,10.91863,10.91863,0.7109745,27.25806,Control,34.36861599,17.61926428,19.35056,0.542343209,0.709902319
9,1434.566,29,1,14,2.631875,2.631875,0.7047023,46.76086,Control,43.81084252,22.13832398,23.38436,0.517672256,0.500084045
9,1454.166,30,0,9,13.02458,13.02458,0.8737165,19.59961,Control,25.78227004,9.159872362,9.282323,0.326139106,0.473597332
9,1478.495,31,1,5,355.0517,4.948273,1.049553,24.32861,Control,40.12870941,16.18571155,16.18574,0.377190974,0.665296538
9,1500.134,32,0,16,358.519,1.480957,1.185549,21.63916,Control,32.93088026,5.546100717,5.546103,0.132415349,0.256299367
9,1540.55,33,0,8,2.240349,2.240349,0.5323226,40.41638,Control,63.21024839,13.75549821,14.28306,0.217539683,0.353397806
9,1585.733,34,2,7,14.12482,14.12482,1.153576,45.1825,Control,61.96716225,18.23400764,18.83068,0.285265669,0.416769324
9,1695.887,35,2,4,358.5709,1.429077,1.32954,11.16211,Arrow & Radar,16.25405464,11.3314652,11.79872,0.644096518,1.057033124
9,1708.932,36,0,4,341.6497,18.35028,1.005808,13.04456,Arrow & Radar,23.80720056,15.41171947,15.53732,0.610383063,1.191095752
9,1735.723,37,1,13,0.5052536,0.5052536,1.869663,26.79114,Arrow & Radar,50.71049028,28.71565386,28.71983,0.529479539,1.071989844
9,1750.846,38,1,1,359.1882,0.8118286,1.13996,15.12305,Arrow & Radar,23.34175583,16.47301878,16.47305,0.656895313,1.089267707
9,1765.527,39,1,11,6.383005,6.383005,0.4957539,14.68127,Arrow & Radar,19.9012884,15.61622492,16.15926,0.787059902,1.100671808
9,1777.164,40,2,8,358.4833,1.516663,0.8650075,11.63696,Arrow & Radar,15.01074562,5.935021172,5.935041,0.33776027,0.510016448
9,1787.533,41,2,13,359.2302,0.7698364,1.397702,10.36926,Arrow & Radar,17.21748922,3.02061583,3.020715,0.09426537,0.291314424
9,1862.639,42,2,14,355.4497,4.550323,2.328933,14.54285,Lights & Radar,15.43526793,6.303436762,6.361882,0.261281438,0.43745772
9,1886.763,43,2,11,350.6613,9.338745,0.9375189,24.12476,Lights & Radar,36.22641077,27.04462699,27.04746,0.720743252,1.121149392
9,1897.426,44,1,3,347.4467,12.55325,1.449206,10.66272,Lights & Radar,16.15876644,6.854255031,6.858387,0.3347521,0.64321177
9,1907.291,45,1,10,352.7447,7.25531,1.248874,9.865234,Lights & Radar,8.653090531,1.254951678,1.255229,0.00073442,0.127237631
9,1921.483,46,0,11,357.4502,2.549774,0.9922569,14.19141,Lights & Radar,18.24264259,10.81691564,10.81692,0.53855482,0.762216017
9,1944.128,47,1,8,346.3224,13.67764,2.254401,22.64526,Lights & Radar,32.327227,19.7715506,19.77676,0.542030995,0.8733289
9,1959.934,48,2,5,350.0571,9.942871,2.071452,15.80652,Lights & Radar,27.54970254,20.00336647,20.12677,0.655372521,1.273320756
10,167.6286,0,0,5,353.667,6.333038,1.220336,14.71585,Control,16.31685233,8.241062983,8.241096,0.430276616,0.56001495
10,189.3566,1,0,7,21.72867,21.72867,0.988692,21.72804,Control,37.98296734,18.25009506,18.2501,0.454451277,0.8399331
10,201.5095,2,1,1,343.0842,16.91583,1.378189,12.15286,Control,20.04878012,16.47301878,16.47305,0.752906706,1.355487515
10,214.2591,3,1,9,11.66775,11.66775,1.203632,12.7496,Control,14.31386298,6.228005817,6.228068,0.351018869,0.488491247
10,239.2394,4,2,15,6.716163,6.716163,1.782136,24.98032,Control,37.94895137,17.61926428,19.35056,0.462948866,0.77463219
10,256.5016,5,1,2,343.3595,16.6405,1.899722,17.26224,Control,29.97564779,10.33542442,10.61248,0.290661208,0.614780005
10,276.4205,6,1,4,349.4766,10.52338,0.7651052,19.91885,Control,38.0356956,23.75420377,25.48769,0.64998377,1.279576381
10,399.0436,7,0,9,354.3794,5.620636,1.237553,26.65631,Lights & Radar,25.5001778,9.159872362,9.282323,0.315478977,0.348222353
10,408.3048,8,0,11,346.563,13.43704,0.8440269,9.261169,Lights & Radar,11.43667946,10.81691564,10.81692,0.872009496,1.16798646
10,431.0555,9,2,7,358.2949,1.705078,2.860632,22.75067,Lights & Radar,24.87301076,18.23400764,18.83068,0.642063325,0.827697822
10,447.3641,10,2,14,359.5421,0.4579468,1.520414,16.30859,Lights & Radar,11.83469358,6.303436762,6.361882,0.409091116,0.390093932
10,457.6161,11,1,16,358.6318,1.368164,1.86544,10.25208,Lights & Radar,11.80184053,12.21494573,12.73548,0.85352417,1.242233771
10,469.7717,12,2,13,1.205131,1.205131,2.666221,12.15552,Lights & Radar,5.584208262,3.02061583,3.020715,0.063481515,0.248505617
10,479.4458,13,0,10,357.2643,2.735687,1.739696,9.674133,Lights & Radar,8.815541029,9.693735198,10.33092,0.831602994,1.067891045
10,610.7633,14,2,12,9.347138,9.347138,0.8866658,16.16449,Arrow & Lights,19.4771619,16.24539704,16.37395,0.795150971,1.012958033
10,626.8069,15,2,11,4.68989,4.68989,1.556923,16.04358,Arrow & Lights,27.25727257,27.04462699,27.04746,0.935182966,1.68587435
10,639.6356,16,1,14,3.872144,3.872144,1.378379,12.82867,Arrow & Lights,23.17852055,22.13832398,23.38436,0.941055517,1.822820292
10,649.3521,17,2,16,9.569255,9.569255,1.63027,9.716492,Arrow & Lights,14.85319945,14.0365272,14.78909,0.885924951,1.522060637
10,658.9451,18,1,5,1.968114,1.968114,1.939048,9.593018,Arrow & Lights,15.15397923,16.18571155,16.18574,0.880200226,1.6872417
10,675.5431,19,1,6,4.098615,4.098615,0.5381165,16.59802,Arrow & Lights,20.38596848,16.50907537,16.95096,0.805104919,1.021263982
10,681.5217,20,0,2,3.173053,3.173053,1.377662,5.978577,Arrow & Lights,5.703004015,5.657425914,5.657426,0.750440292,0.946283037
10,779.964,21,1,0,0.9512578,0.9512578,0.7572321,19.32703,Arrow & Radar,32.50997874,30.08991342,30.88056,0.92658713,1.59779128
10,790.2018,22,1,15,356.9617,3.0383,0.8314182,10.23785,Arrow & Radar,12.95813449,11.25664604,11.93059,0.856540871,1.165341356
10,801.3585,23,2,5,5.126874,5.126874,1.846519,11.15662,Arrow & Radar,19.10700296,20.00336647,20.12677,0.908255572,1.804020393
10,814.5667,24,0,14,355.4369,4.56308,0.6984161,13.20825,Arrow & Radar,22.28846309,14.70876836,15.26985,0.653765755,1.156084266
10,829.9924,25,1,13,355.9624,4.037567,0.9217203,15.42566,Arrow & Radar,28.76602145,28.71565386,28.71983,0.966352255,1.861821796
10,842.4284,26,2,3,6.236899,6.236899,0.6060503,12.43604,Arrow & Radar,19.61873214,18.85029175,18.85031,0.929940812,1.515780747
10,856.9476,27,1,8,353.5659,6.434113,0.9344115,14.51917,Arrow & Radar,21.63890219,19.7715506,19.77676,0.870762682,1.362113675
10,962.3566,28,1,10,353.3686,6.631409,0.62515,6.669556,Lights,2.707524844,1.254951678,1.255229,0.232714023,0.188202783
10,994.081,29,2,2,357.9758,2.02417,2.709339,31.72437,Lights,32.50474192,24.06458722,25.60812,0.70447509,0.807206573
10,1022.12,30,2,10,351.9871,8.012909,2.688692,28.039,Lights,38.2552159,26.3349966,26.33501,0.618120103,0.939227861
10,1038.023,31,0,1,353.0241,6.975861,2.890637,15.90332,Lights,14.66559557,14.63824736,14.69847,0.803337558,0.92423909
10,1050.069,32,0,6,350.8506,9.149353,3.227717,12.04614,Lights,10.25989979,8.102084491,8.382174,0.50238863,0.695838999
10,1059.328,33,1,3,0.3102306,0.3102306,2.244278,9.258667,Lights,9.16082807,6.854255031,6.858387,0.503678157,0.740753178
10,1065.925,34,0,3,7.687352,7.687352,3.063404,6.596558,Lights,3.476062675,5.111929384,5.111933,0.400734712,0.774939446
10,1128.931,35,1,12,347.1504,12.84958,1.383891,11.38684,Radar,18.97659856,19.35120296,20.10522,0.931167577,1.765654036
10,1137.238,36,0,4,353.5136,6.48642,1.396966,8.306519,Radar,15.82996176,15.41171947,15.53732,0.893265203,1.870497136
10,1145.393,37,2,4,349.4541,10.5459,1.966567,8.155884,Radar,13.54843089,11.3314652,11.79872,0.725704185,1.446651277
10,1158.114,38,0,8,357.7886,2.211365,0.5258599,12.72021,Radar,15.22721849,13.75549821,14.28306,0.903461135,1.122863538
10,1165.237,39,0,16,356.6639,3.33606,0.9301932,7.123413,Radar,8.645756176,5.546100717,5.546103,0.533893127,0.778573838
10,1185.547,40,2,9,0.1493624,0.1493624,0.5633333,20.30945,Radar,32.72013764,28.5234728,29.32231,0.878938133,1.443776666
10,1201.143,41,1,7,359.0579,0.9421082,0.45253,15.59607,Radar,28.09907134,26.75173411,27.52101,0.963322939,1.764611854
10,1279.124,42,0,0,4.186426,4.186426,1.281812,17.25012,Arrow,27.701491,22.48018073,22.77695,0.775955994,1.320393713
10,1295.647,43,0,13,2.28061,2.28061,0.5873975,16.5238,Arrow,25.58926909,22.43657643,24.23453,0.924103475,1.466643871
10,1302.307,44,2,8,3.867628,3.867628,0.7534525,6.659302,Arrow,6.543900194,5.935021172,5.935041,0.79181961,0.891240704
10,1317.011,45,2,0,358.6892,1.310791,0.6970615,14.70447,Arrow,16.98922526,7.675431616,7.853677,0.421244371,0.534101331
10,1331.688,46,2,6,2.354431,2.354431,0.6021993,14.67725,Arrow,19.49969006,13.80631808,13.83995,0.6788698,0.942952529
10,1341.94,47,0,12,354.3834,5.616608,0.9266245,10.25146,Arrow,12.73493926,10.83235036,10.83235,0.777838457,1.056664124
10,1355.789,48,1,11,0.1125554,0.1125554,0.6027162,13.84961,Arrow,19.21593631,15.61622492,16.15926,0.809564704,1.166766429
11,316.7864,0,2,13,224.5289,135.4711,0.6023501,7.993622,Radar,5.976800525,3.02061583,3.020715,0.404625333,0.377890648
11,338.994,1,2,10,53.11075,53.11075,0.9265717,22.20758,Radar,37.4973632,26.3349966,26.33501,0.677606,1.185856811
11,367.3263,2,2,5,9.039825,9.039825,0.5102352,28.33234,Radar,45.6038225,20.00336647,20.12677,0.430151108,0.710381493
11,377.4794,3,2,8,333.5402,26.45981,0.5250853,10.15308,Radar,13.43714929,5.935021172,5.935041,0.402611862,0.584555721
11,386.0604,4,0,12,357.7806,2.219391,0.6251099,8.581024,Radar,14.3855987,10.83235036,10.83235,0.709545728,1.262360996
11,400.4956,5,2,16,268.7738,91.2262,0.7819239,14.43515,Radar,25.22279667,14.0365272,14.78909,0.55533755,1.024519316
11,422.8965,6,1,0,325.9155,34.08453,0.9887307,22.40088,Radar,43.67251982,30.08991342,30.88056,0.684453964,1.378542272
11,725.8958,7,0,5,349.9983,10.00171,0.593372,7.451599,Arrow & Radar,9.484378069,8.241062983,8.241096,0.806349551,1.105950012
