PID,Time,TrialIndex,SpawnIndex,AudioIndex,AudioAngle,Angle Error,Distance,Response Time,Visualisation
9,952.3362,22,5,1,346.1579,13.84213,1.61025,32.08527,Lights
9,978.4042,23,1,4,0.2217142,0.2217142,1.032689,26.06793,Lights
9,1004.206,24,3,7,17.94219,17.94219,2.390774,25.80133,Lights
9,1023.535,25,3,6,357.4576,2.542419,1.433118,19.32904,Lights
9,1050.548,26,3,4,7.29236,7.29236,1.236964,27.01392,Lights
9,1071.241,27,3,0,343.9699,16.03012,1.449321,20.69299,Lights
9,1104.379,28,4,5,350.8558,9.144165,1.170167,33.13782,Lights
9,1127.559,29,0,2,345.9827,14.01727,1.335586,23.17944,Lights
9,1245.009,31,3,9,359.5269,0.473053,0.7505287,12.18066,Arrow & Lights
9,1273.301,32,1,8,349.1462,10.85382,1.044974,28.29187,Arrow & Lights
9,1292.131,33,4,3,354.8519,5.148102,1.082213,18.83057,Arrow & Lights
9,1302.856,34,3,2,355.6605,4.339539,1.49688,10.72437,Arrow & Lights
9,1321.064,35,0,1,348.2075,11.79248,0.9147118,18.2085,Arrow & Lights
9,1332.536,36,1,2,0.6718627,0.6718627,0.8651499,11.47144,Arrow & Lights
9,1356.159,37,2,0,9.732745,9.732745,0.8317548,23.62366,Arrow & Lights
9,1367.674,38,2,2,6.207646,6.207646,0.7011409,11.51453,Arrow & Lights
9,1377.967,39,3,5,5.720025,5.720025,0.8284482,10.29346,Arrow & Lights
9,1470.84,41,5,3,1.220777,1.220777,0.7453198,10.7478,Arrow & Radar
9,1494.493,42,5,6,356.9472,3.052765,0.2530892,23.65344,Arrow & Radar
9,1511.454,43,0,8,352.3097,7.690308,0.2931587,16.96069,Arrow & Radar
9,1523.829,44,0,7,352.3948,7.605225,0.5938225,12.37476,Arrow & Radar
9,1538.047,45,0,3,356.932,3.067963,0.5871413,14.21814,Arrow & Radar
9,1554.326,46,1,0,359.8868,0.1131592,0.4936063,16.27905,Arrow & Radar
9,1565.523,47,5,0,1.064743,1.064743,0.900798,11.19714,Arrow & Radar
9,1576.926,48,1,6,0.7775858,0.7775858,0.9309069,11.4032,Arrow & Radar
9,1604.759,49,5,9,351.5824,8.417633,0.496538,27.83313,Arrow & Radar
9,1703.545,51,0,5,347.8519,12.14807,1.241341,7.387085,Lights & Radar
9,1718.046,52,1,7,344.8761,15.12387,0.9902215,14.50159,Lights & Radar
9,1731.628,53,1,1,353.9098,6.09021,1.121659,13.58203,Lights & Radar
9,1744.88,54,5,8,350.97,9.029968,0.8544326,13.25159,Lights & Radar
9,1754.848,55,2,6,351.9689,8.031128,2.350766,9.96814,Lights & Radar
9,1774.559,56,5,5,351.9468,8.053162,1.08076,19.71082,Lights & Radar
9,1791.184,57,2,7,351.0872,8.912842,1.578939,16.62537,Lights & Radar
9,1800.282,58,1,9,355.595,4.404999,1.204206,9.0979,Lights & Radar
9,1814.737,59,2,3,350.7488,9.25119,1.095896,14.45483,Lights & Radar
10,501.0423,1,5,7,9.331347,9.331347,0.6547609,18.94772,Arrow
10,529.7194,2,1,4,60.06684,60.06684,0.6787124,28.67715,Arrow
10,548.5699,3,5,9,346.2094,13.79065,0.6889871,18.85052,Arrow
10,566.6223,4,3,6,214.7888,145.2112,0.8240114,18.05231,Arrow
10,581.0688,5,0,7,26.40392,26.40392,0.6551269,14.44659,Arrow
10,594.6948,6,1,7,0.9986455,0.9986455,0.6435428,13.62598,Arrow
10,605.5841,7,3,1,329.89,30.11002,0.647784,10.88928,Arrow
