PID,Time,TrialIndex,Visualisation,PosX,PosY,PosZ,RotY
1,52.24455,9,2,f9.507052,2.819455,-1.129294,325.9086
1,52.36481,9,2,f9.500998,2.81888,-1.125194,325.9138
1,52.48513,9,2,f9.411319,2.818938,-1.10192,325.8713
1,52.702,10,2,f9.264459,2.818406,-1.0908,325.7364
1,52.82331,10,2,f9.187175,2.818418,-1.059326,325.7176
1,53.02794,11,2,f-11.03911,2.818305,13.33406,325.7856
1,53.13808,11,2,f-11.05177,2.818239,13.3435,325.8138
1,53.24921,11,2,f-11.05446,2.818656,13.35001,325.7193
1,53.36057,11,2,f-11.05455,2.818556,13.35028,325.7992
1,53.46536,11,2,f-11.05476,2.818461,13.35036,325.8179
1,53.57817,11,2,f-11.05488,2.818478,13.35016,325.7094
1,53.78524,12,2,f22.19035,2.818507,13.84666,325.7819
1,53.89609,12,2,f22.19043,2.8182,13.84655,325.7982
1,54.03223,13,2,f-3.879312,2.527068,8.631302,325.6367
1,59.04706,13,2,f-4.394973,2.831208,8.279738,340.854
1,59.15861,13,2,f-4.374753,2.830738,8.251143,341.4192
1,59.26953,13,2,f-4.266939,2.830509,8.098063,341.2254
1,59.38052,13,2,f-4.161312,2.830551,7.914679,341.586
1,59.49131,13,2,f-4.104383,2.830423,7.716496,342.44
1,59.60248,13,2,f-4.209162,2.830327,7.536515,342.771
1,59.82468,14,2,f9.377965,2.83028,-1.296563,342.8405
1,59.93082,14,2,f9.292405,2.830256,-1.428917,342.7632
1,60.04929,14,2,f9.440245,2.830044,-1.597277,342.1061
1,60.1643,14,2,f9.550738,2.829121,-1.7839,341.0146
1,60.28075,14,2,f9.542205,2.828461,-1.991107,339.0596
1,60.39869,14,2,f9.34546,2.827601,-2.102935,337.6936
1,60.51899,14,2,f9.123317,2.826586,-2.167649,336.8713
1,60.63731,14,2,f8.89818,2.825988,-2.199174,336.4056
1,60.75435,14,2,f8.674566,2.825706,-2.195718,336.1089
1,60.87209,14,2,f8.454878,2.825864,-2.153011,335.9993
1,60.9895,14,2,f8.24106,2.82586,-2.089433,335.8206
1,61.10468,14,2,f8.031834,2.825485,-2.023987,335.6561
1,61.2226,14,2,f7.823956,2.825341,-1.939147,335.1149
1,61.34027,14,2,f7.636363,2.827874,-1.81612,333.6963
1,61.45913,14,2,f7.45835,2.828817,-1.675759,332.1476
1,61.57827,14,2,f7.274872,2.828024,-1.54256,332.2547
1,61.69685,14,2,f7.086375,2.827945,-1.418713,332.2358
1,61.81431,14,2,f6.8934,2.828199,-1.3065,331.849
1,61.93291,14,2,f6.693293,2.827941,-1.202491,331.712
1,62.05213,14,2,f6.479979,2.827838,-1.127572,331.6566
1,62.17157,14,2,f6.257664,2.827911,-1.086088,331.8683
1,62.27237,14,2,f6.066477,2.827916,-1.099322,331.8502
1,62.39467,14,2,f5.834911,2.827655,-1.122327,331.7162
1,62.51821,14,2,f5.601328,2.827193,-1.146289,331.6345
1,62.64147,14,2,f5.368395,2.827198,-1.170217,331.55
1,62.76396,14,2,f5.136971,2.826825,-1.193839,331.5805
1,62.88489,14,2,f4.908604,2.826733,-1.217694,331.4606
1,62.98504,14,2,f4.719534,2.826921,-1.237674,331.4445
1,63.10583,14,2,f4.491447,2.826854,-1.260977,331.5609
1,63.22778,14,2,f4.261201,2.826703,-1.284108,331.6935
1,63.34693,14,2,f4.036187,2.826833,-1.307284,331.6763
1,63.46526,14,2,f3.812408,2.826847,-1.329694,331.7202
1,63.58322,14,2,f3.589274,2.826681,-1.352152,331.6993
1,63.69871,14,2,f3.371024,2.826952,-1.374064,331.8263
1,63.81598,14,2,f3.148961,2.827084,-1.39558,331.8268
1,63.93149,14,2,f2.929866,2.826941,-1.413644,331.7782
1,64.0477,14,2,f2.709996,2.826807,-1.414004,331.951
1,64.16361,14,2,f2.490653,2.826744,-1.414538,332.0102
1,64.27928,14,2,f2.27256,2.826632,-1.414145,332.0946
1,64.39368,14,2,f2.058079,2.826376,-1.413825,332.1707
1,64.50529,14,2,f1.849322,2.826311,-1.41363,332.1451
1,64.61679,14,2,f1.641327,2.826506,-1.413448,332.185
1,64.72843,14,2,f1.432879,2.826365,-1.413476,332.1574
1,64.96078,15,2,f21.94408,2.826096,13.76989,332.1114
1,65.07259,15,2,f21.73555,2.825906,13.73908,332.252
1,65.18398,15,2,f21.53515,2.826085,13.72453,332.1667
1,65.36701,16,2,f-11.2393,2.825938,13.26195,332.1336
1,65.46748,16,2,f-11.4276,2.825914,13.23338,332.1786
1,65.57845,16,2,f-11.63744,2.826157,13.21012,332.204
1,65.68956,16,2,f-11.84257,2.826014,13.16157,332.1577
1,65.82478,17,2,f-4.074275,2.825997,8.527871,332.1112
1,65.93567,17,2,f-4.269803,2.82596,8.450047,332.2619
1,66.0466,17,2,f-4.448092,2.826128,8.386811,332.0587
1,66.15777,17,2,f-4.640848,2.826019,8.313408,332.1582
1,66.2834,18,2,f-4.080154,2.825799,8.520625,332.0784
1,66.39464,18,2,f-4.271115,2.825946,8.462397,332.2556
1,66.50536,18,2,f-4.436402,2.825956,8.441226,332.0909
1,66.70557,19,2,f9.792488,2.825896,9.053661,332.2302
1,66.80845,19,2,f9.619132,2.826033,8.984892,332.4074
1,66.90958,19,2,f9.607438,2.826169,8.981747,332.3134
1,67.01366,19,2,f9.600183,2.825937,8.981409,332.2223
1,67.1721,20,2,f9.810958,2.825926,9.109425,332.109
1,67.27448,20,2,f9.620715,2.825792,9.082806,332.2124
1,67.37672,20,2,f9.515776,2.825964,9.085932,332.09
1,67.47711,20,2,f9.455019,2.825852,9.093363,332.0075
1,67.57866,20,2,f9.349041,2.825558,9.084595,332.0555
1,67.6819,20,2,f9.157067,2.825731,9.045757,331.9546
1,73.07185,20,2,f-4.350219,2.821208,8.316053,316.1487
1,73.18495,20,2,f-4.345799,2.821722,8.458367,316.3502
1,73.29645,20,2,f-4.325481,2.822545,8.669703,316.8489
1,73.40441,20,2,f-4.23382,2.82304,8.836477,317.5639
1,73.50706,20,2,f-4.079847,2.823019,8.756167,317.8974
1,73.61252,20,2,f-4.000052,2.822787,8.573333,317.9006
1,73.71699,20,2,f-4.041303,2.823054,8.383825,317.9142
1,73.88545,21,2,f9.360499,2.822224,-1.373712,317.9391
1,74.00379,21,2,f9.202554,2.821872,-1.533496,317.9049
1,74.21558,22,2,f22.00524,2.821867,13.64502,317.8527
1,74.31895,22,2,f21.85412,2.821561,13.51981,317.9673
1,74.43043,22,2,f21.6657,2.821537,13.42463,317.8156
1,74.5687,23,2,f-11.23859,2.821634,13.18927,317.813
1,74.67622,23,2,f-11.43089,2.821473,13.12252,318.0273
1,74.82951,24,2,f9.787655,2.82134,9.067085,317.6114
1,74.94376,24,2,f9.574595,2.821719,9.045193,318.0031
1,75.16843,25,2,f9.247991,2.821192,-1.207614,317.8581
1,75.27911,25,2,f9.038671,2.821312,-1.220233,317.9663
1,75.48466,26,2,f-11.26105,2.821136,13.27321,317.8054
1,75.59609,26,2,f-11.43622,2.820954,13.31859,317.9564
1,75.79083,27,2,f-11.17148,2.821386,13.33928,317.9349
2,21.8453,0,5,f9.810122,2.537354,9.215965,33.3955
2,21.95433,0,5,f9.804304,2.535697,9.218924,29.78254
2,22.07142,0,5,f9.797767,2.531524,9.221848,25.68116
2,22.17986,0,5,f9.790576,2.525187,9.225687,20.95369
2,22.29618,0,5,f9.785593,2.523554,9.22979,17.92142
2,22.47415,1,5,f-4.098298,2.521992,8.69945,17.70658
2,22.58354,1,5,f-4.097127,2.52079,8.6999,18.70643
2,22.69484,1,5,f-4.095795,2.518782,8.699224,19.70989
2,22.87869,2,5,f-11.23558,2.522791,13.38677,19.58821
2,22.99021,2,5,f-11.23599,2.522904,13.38672,19.5309
2,23.14638,3,5,f9.306197,2.527737,-1.066216,19.66145
2,23.34184,4,5,f21.97522,2.514653,13.91042,19.57789
2,23.55047,5,5,f-4.096848,2.519386,8.697896,19.5661
2,23.66277,5,5,f-4.096415,2.51902,8.697557,19.77361
2,23.79768,6,5,f9.786247,2.520183,9.230989,19.84173
2,25.7275,6,5,f9.306502,2.526968,-1.067335,19.75066
2,25.93933,7,5,f-4.096,2.517623,8.69672,19.72717
2,26.04219,7,5,f-4.095983,2.51761,8.69645,19.73885
2,26.1706,8,5,f-11.23604,2.521585,13.38411,19.81284
2,26.38988,9,5,f-4.096185,2.517893,8.696855,19.69009
2,26.58944,10,5,f9.306233,2.527088,-1.067943,19.70477
2,26.80102,11,5,f-4.096468,2.51746,8.696623,19.67743
2,26.98129,12,5,f21.97578,2.513199,13.90897,19.69719
2,27.19103,13,5,f9.306445,2.526435,-1.068414,19.70308
2,30.33517,13,5,f7.148099,2.840767,-0.8475428,341.6114
2,30.44349,13,5,f6.973969,2.840998,-0.7380981,341.5462
2,30.55147,13,5,f6.802583,2.841236,-0.6253233,341.7454
2,30.65816,13,5,f6.70196,2.841252,-0.5580359,341.8781
2,30.85328,14,5,f9.259942,2.558585,-1.079193,342.146
2,30.9662,14,5,f9.259952,2.558592,-1.079587,342.1942
2,31.07773,14,5,f9.259992,2.558348,-1.079875,342.2642
2,31.18833,14,5,f9.259337,2.557883,-1.080176,342.1766
2,31.30068,14,5,f9.259126,2.558107,-1.080659,342.2878
2,31.44856,15,5,f9.730164,2.840784,9.219778,342.35
2,31.56135,15,5,f9.70858,2.840675,9.233177,342.5345
2,31.74202,16,5,f9.724664,2.840475,9.235416,342.5812
2,31.8529,16,5,f9.723754,2.840794,9.237282,342.8128
2,32.00041,17,5,f9.259927,2.558025,-1.082241,342.7381
2,32.1011,17,5,f9.259984,2.557848,-1.082349,342.7912
2,32.23075,18,5,f-11.28271,2.552461,13.37037,342.7706
2,32.43922,19,5,f-4.142557,2.548328,8.682776,342.864
2,32.66381,20,5,f-4.142644,2.549662,8.682166,342.9536
2,32.77767,20,5,f-4.139204,2.556126,8.682019,345.1525
2,35.45959,20,5,f9.271455,2.569923,-1.116012,350.3819
2,35.57147,20,5,f9.262279,2.566307,-1.109299,343.8571
2,35.68592,20,5,f9.258363,2.564629,-1.103328,342.4187
2,35.81373,21,5,f-11.28744,2.557402,13.3539,341.8584
2,35.91468,21,5,f-11.28953,2.556757,13.35581,341.1256
2,36.02633,21,5,f-11.28959,2.557616,13.35657,341.7096
2,36.25213,22,5,f-11.25672,2.576849,13.34791,6.208269
2,36.36531,22,5,f-11.24401,2.580433,13.33647,16.49817
2,36.47655,22,5,f-11.23693,2.58148,13.32619,22.43842
2,36.5933,23,5,f9.792796,2.580559,9.158377,29.74792
2,36.7049,23,5,f9.797458,2.580645,9.148964,34.70378
2,36.8382,24,5,f-11.22593,2.581645,13.30121,33.60103
2,36.9385,24,5,f-11.22941,2.58092,13.30326,30.2344
2,37.0639,25,5,f21.98296,2.574674,13.82864,31.17266
2,37.17674,25,5,f21.98524,2.575907,13.82706,33.80894
2,37.32797,26,5,f-4.087056,2.579972,8.614003,33.67236
2,37.51374,27,5,f-11.22918,2.583714,13.29777,34.12327
2,37.62504,27,5,f-11.23253,2.583381,13.2998,31.13118
2,41.23408,27,5,f21.97459,2.579661,13.84363,25.73186
2,41.33437,27,5,f21.98408,2.575797,13.82337,36.24713
2,41.44545,27,5,f21.99141,2.572146,13.80117,47.67119
2,41.55714,27,5,f21.98903,2.572397,13.78463,54.87142
2,41.66859,27,5,f21.98045,2.572549,13.77352,60.47718
2,41.78093,27,5,f21.97066,2.571957,13.76771,64.82258
2,41.89256,27,5,f21.96043,2.571428,13.76816,63.44463
2,42.00343,27,5,f21.95327,2.571308,13.7682,62.39659
2,42.11426,27,5,f21.95055,2.571651,13.76782,62.46468
2,42.22571,27,5,f21.94098,2.868103,13.73841,61.83685
2,42.33649,27,5,f21.8387,2.868138,13.55925,61.37058
2,42.44794,27,5,f21.66494,2.867844,13.45525,61.15896
2,42.55913,27,5,f21.4556,2.867728,13.42488,61.28238
2,42.66936,27,5,f21.25063,2.867568,13.4438,61.12524
2,42.82214,28,5,f21.72432,2.867388,13.83012,60.93779
2,42.93296,28,5,f21.51886,2.867236,13.87131,60.59582
2,43.04449,28,5,f21.30981,2.867094,13.89458,60.71217
2,43.20887,29,5,f-11.51165,2.866629,13.278,60.60517
2,43.31199,29,5,f-11.70648,2.866321,13.28859,60.39075
2,43.51017,30,5,f9.551394,2.865518,9.089582,58.36623
2,43.62408,30,5,f9.340815,2.865065,9.069527,57.57442
2,43.73277,30,5,f9.137759,2.864586,9.059179,53.66851
2,43.8562,30,5,f8.914588,2.862634,9.106541,52.32166
2,43.95811,30,5,f8.737079,2.860872,9.16412,57.38411
2,44.07832,30,5,f8.521091,2.857589,9.201223,62.34076
2,44.19432,30,5,f8.309259,2.85561,9.242718,63.92973
2,44.36311,31,5,f9.102874,2.853707,-1.1221,63.65382
2,44.47636,31,5,f8.891454,2.853519,-1.081358,62.92457
2,44.59019,31,5,f8.674016,2.854366,-1.052455,60.69418
2,44.75084,32,5,f9.549695,2.857452,9.17024,50.00555
2,44.86781,32,5,f9.321782,2.85823,9.174601,43.95161
2,45.04669,33,5,f9.514365,2.856504,9.175724,49.48869
2,45.14878,33,5,f9.324527,2.854636,9.192854,52.04319
2,45.2972,34,5,f9.529941,2.85244,9.195507,55.42075
2,45.39871,34,5,f9.342407,2.851542,9.229534,56.46508
2,47.33771,34,5,f7.240412,2.849455,9.853365,58.71685
2,47.43936,34,5,f7.072082,2.849256,9.947241,58.8135
2,47.54097,34,5,f6.903492,2.849424,10.0414,58.84798
2,47.76346,35,5,f21.78644,2.849212,13.92532,58.86093
2,47.87513,35,5,f21.59728,2.848916,14.02089,58.84708
2,47.98615,35,5,f21.41812,2.849112,14.13331,58.52486
2,48.18313,36,5,f21.78885,2.850504,13.94538,58.63202
2,48.29446,36,5,f21.61732,2.851337,13.98823,58.39383
2,48.40596,36,5,f21.50425,2.851544,13.80866,58.33298
2,48.51669,36,5,f21.38808,2.852176,13.63211,58.14283
2,48.68961,37,5,f-4.292282,2.85214,8.577857,57.72964
2,48.80304,37,5,f-4.49865,2.851807,8.527228,57.83976
2,48.90519,37,5,f-4.59715,2.851131,8.48,57.46135
2,49.00787,37,5,f-4.6559,2.85103,8.455772,57.3616
2,49.11036,37,5,f-4.755436,2.850614,8.477341,57.50056
2,49.23952,38,5,f-11.37162,2.850292,13.34001,57.35748
2,49.34317,38,5,f-11.49576,2.85001,13.35285,57.35434
2,49.4465,38,5,f-11.54227,2.850213,13.34908,57.33989
2,49.5509,38,5,f-11.56667,2.850528,13.35894,57.34856
2,49.69596,39,5,f21.89242,2.850991,13.88053,57.2314
2,49.8074,39,5,f21.81045,2.851198,13.91076,57.16825
2,49.91822,39,5,f21.80388,2.851605,13.91224,56.99213
2,50.08411,40,5,f9.267486,2.851797,-1.121591,56.97186
2,50.19764,40,5,f9.245055,2.85158,-1.114661,56.7039
2,50.30986,40,5,f9.244952,2.851593,-1.114264,56.5265
2,50.42236,40,5,f9.240966,2.849641,-1.106898,51.90858
2,50.52311,40,5,f9.233562,2.847312,-1.09491,42.51528
2,50.62414,40,5,f9.225905,2.848248,-1.084874,35.03551
2,50.78012,41,5,f21.965,2.847295,13.87342,26.43379
2,50.8916,41,5,f21.96154,2.844762,13.87881,21.77865
2,51.00262,41,5,f21.95869,2.842097,13.8818,18.14003
2,55.25583,41,5,f9.240901,2.864237,-0.7156048,8.039572
2,55.37252,41,5,f9.181476,2.863968,-0.6770678,3.595153
2,55.47276,41,5,f9.000937,2.862908,-0.5983133,353.0625
2,55.59127,41,5,f8.76094,2.860372,-0.5600939,339.0194
2,55.71073,41,5,f8.524601,2.857582,-0.5684443,333.3809
2,55.8315,41,5,f8.289777,2.855787,-0.5956259,330.6942
2,55.95127,41,5,f8.06068,2.854973,-0.6333694,328.3464
2,56.06918,41,5,f7.839005,2.854069,-0.6719847,328.254
2,56.26015,42,5,f8.991366,2.854681,-1.146546,329.783
2,56.36166,42,5,f8.812919,2.855226,-1.141785,329.7551
2,56.48235,42,5,f8.688598,2.854933,-1.047086,328.7357
2,56.60118,42,5,f8.520506,2.854723,-0.9310503,329.3953
2,56.72404,42,5,f8.309449,2.854491,-0.8281116,328.6076
2,56.84292,42,5,f8.109453,2.854786,-0.7233248,328.9934
2,57.02224,43,5,f21.68746,2.854291,13.94048,329.4203
2,57.12238,43,5,f21.51162,2.85488,14.00279,329.6808
2,57.23354,43,5,f21.38412,2.855168,14.09633,330.3687
2,57.36137,44,5,f9.594408,2.856569,9.264189,332.0996
2,57.47222,44,5,f9.530403,2.858709,9.329794,333.7444
2,57.61179,45,5,f-4.195992,2.859608,8.712034,334.7916
2,57.79605,46,5,f9.22527,2.860911,-1.072352,337.3864
2,57.90808,46,5,f9.221833,2.864292,-1.047818,341.4554
2,58.06459,47,5,f-11.27588,2.863827,13.35256,342.8739
2,58.30824,48,5,f9.235248,2.863755,-1.077725,341.3825
2,58.42271,48,5,f9.2163,2.864143,-1.048413,341.736
3,121.5055,0,0,0,1,f-4.155393,2.745445,8.685821,351.0735
3,121.6192,0,0,0,1,f-4.15967,2.747973,8.687134,349.6139
3,121.7306,0,0,0,1,f-4.162466,2.751508,8.689762,349.1617
3,121.8422,0,0,0,1,f-4.166409,2.752447,8.694032,348.4248
3,121.9565,0,0,0,1,f-4.171884,2.752084,8.69903,347.9649
3,122.068,0,0,0,1,f-4.1771,2.750463,8.703384,347.6779
3,122.1785,0,0,0,1,f-4.186878,2.742775,8.706,343.9125
3,122.2898,0,0,0,1,f-4.208143,2.726744,8.704037,333.2704
3,122.3988,0,0,0,1,f-4.240972,2.710951,8.687303,314.7948
3,122.5116,0,0,0,1,f-4.275878,2.697655,8.651282,290.7885
3,122.6127,0,0,0,1,f-4.292756,2.691108,8.623919,278.8861
3,122.7153,0,0,0,1,f-4.305729,2.67948,8.597644,270.5872
3,122.8247,0,0,0,1,f-4.311167,2.669483,8.579025,262.2992
3,122.9361,0,0,0,1,f-4.306833,2.668889,8.575397,251.0924
3,123.0511,0,0,0,1,f-4.294533,2.667978,8.586311,238.3467
3,123.1641,0,0,0,1,f-4.280896,2.675693,8.604963,226.4202
3,123.281,0,0,0,1,f-4.272101,2.688779,8.623641,222.3143
3,123.3949,0,0,0,1,f-4.255855,2.690444,8.628047,214.639
3,123.5148,0,0,0,1,f-4.236302,2.686566,8.621341,207.0195
3,123.6384,0,0,0,1,f-4.206212,2.687254,8.600739,195.6495
3,123.7405,0,0,0,1,f-4.17801,2.689239,8.577621,186.9705
3,123.8467,0,0,0,1,f-4.150282,2.692572,8.551757,179.0322
3,123.9689,0,0,0,1,f-4.12004,2.678726,8.530489,169.6023
3,124.0784,0,0,0,1,f-4.092213,2.663347,8.523031,158.9891
3,124.1804,0,0,0,1,f-4.070363,2.6617,8.523972,148.3811
3,124.2813,0,0,0,1,f-4.052836,2.652828,8.533756,134.4239
3,124.3934,0,0,0,1,f-4.053524,2.649539,8.550619,119.2955
3,124.4949,0,0,0,1,f-4.069335,2.651641,8.565063,107.2474
3,124.6077,0,0,0,1,f-4.092221,2.658664,8.574052,94.82599
3,124.7138,0,0,0,1,f-4.112318,2.661728,8.576495,88.77849
3,124.8153,0,0,0,1,f-4.126905,2.665457,8.58661,86.87609
3,124.9177,0,0,0,1,f-4.139325,2.673905,8.604731,86.68528
3,125.0331,0,0,0,1,f-4.145676,2.971973,8.627272,87.46823
3,125.145,0,0,0,1,f-4.03688,2.979215,8.511829,87.92767
3,125.2504,0,0,0,1,f-3.86174,2.982097,8.433665,88.30698
3,125.3542,0,0,0,1,f-3.691459,2.977619,8.344019,88.81467
3,125.4566,0,0,0,1,f-3.5415,2.978031,8.22351,89.75157
3,125.5581,0,0,0,1,f-3.399687,2.982224,8.091319,90.80708
3,125.6598,0,0,0,1,f-3.265356,2.985456,7.948452,91.65574
3,125.7599,0,0,0,1,f-3.137908,2.98842,7.803647,92.04351
3,125.8765,0,0,0,1,f-2.98603,2.991253,7.640904,91.47111
3,125.9872,0,0,0,1,f-2.829815,2.99629,7.497706,90.40536
3,126.1044,0,0,0,1,f-2.663106,3.000537,7.342547,89.77728
3,126.2182,0,0,0,1,f-2.565349,3.004055,7.143507,89.44325
3,126.3309,0,0,0,1,f-2.530424,3.006448,6.92539,90.35973
3,126.4458,0,0,0,1,f-2.521731,3.007105,6.69877,94.77486
3,126.5634,0,0,0,1,f-2.526563,3.009542,6.475586,97.12728
3,126.679,0,0,0,1,f-2.500917,3.013804,6.263628,96.6772
3,126.7937,0,0,0,1,f-2.452459,3.015712,6.060634,94.39754
3,126.9077,0,0,0,1,f-2.391589,3.015028,5.859835,92.78335
3,127.0206,0,0,0,1,f-2.313921,3.011076,5.666172,90.83662
3,127.1325,0,0,0,1,f-2.17439,3.007101,5.512873,88.69072
3,127.2448,0,0,0,1,f-1.966057,3.005908,5.460912,86.32192
3,127.3556,0,0,0,1,f-1.753616,3.005207,5.445432,84.97267
3,127.462,0,0,0,1,f-1.549469,3.004544,5.452864,84.1357
3,127.5663,0,0,0,1,f-1.357162,3.004515,5.501838,83.7455
3,127.67,0,0,0,1,f-1.170657,3.003782,5.564549,84.1835
3,127.7733,0,0,0,1,f-0.9810624,3.002982,5.610578,84.8354
3,127.8774,0,0,0,1,f-0.7872276,3.003162,5.648166,85.6397
3,127.9809,0,0,0,1,f-0.5966811,3.003347,5.635227,86.28564
3,128.0817,0,0,0,1,f-0.4664989,3.002975,5.49342,86.41429
3,128.1999,0,0,0,1,f-0.3243065,3.002202,5.31766,86.14907
3,128.3168,0,0,0,1,f-0.1713133,3.001658,5.156549,85.77444
3,128.4337,0,0,0,1,f-0.01743317,3.001647,4.997471,85.43532
3,128.5501,0,0,0,1,f0.1333985,3.002094,4.836592,85.2306
3,128.6503,0,0,0,1,f0.2634802,3.002343,4.699035,85.14764
3,128.7511,0,0,0,1,f0.3943706,3.002772,4.560967,85.01455
3,128.8532,0,0,0,1,f0.5270925,3.003252,4.422657,84.82606
